x,y,z,distance
506.33251953125,-41.646209716796875,152.69639587402344,4260.2353515625
499.3531188964844,-41.75425338745117,154.73060607910156,4267.50439453125
491.78204345703125,-41.876712799072266,156.938232421875,4275.39013671875
484.70263671875,-41.98373794555664,159.018310546875,4282.76806640625
478.1834411621094,-42.08631134033203,160.9339599609375,4289.5615234375
470.994384765625,-42.198909759521484,162.87071228027344,4297.00390625
463.2200622558594,-42.296260833740234,164.9790802001953,4305.05615234375
456.03387451171875,-42.35297393798828,167.07496643066406,4312.5400390625
448.2257080078125,-42.39412307739258,169.34835815429688,4320.6708984375
440.8494873046875,-42.415550231933594,171.4958953857422,4.86767578125
433.35162353515625,-42.42177200317383,173.6788330078125,12.677734375
425.750732421875,-42.42280578613281,175.8987579345703,20.5966796875
418.0538635253906,-42.421714782714844,178.1377410888672,28.61328125
409.6587829589844,-42.4197883605957,180.5774383544922,37.35693359375
401.74566650390625,-42.42368698120117,182.88134765625,45.59912109375
394.3196716308594,-42.428382873535156,185.0435791015625,53.333984375
385.5503234863281,-42.43172836303711,187.59678649902344,62.46826171875
376.7909240722656,-42.434391021728516,190.1467742919922,71.59228515625
368.7049255371094,-42.43645095825195,192.50155639648438,80.01513671875
360.68048095703125,-42.4381217956543,194.83787536621094,88.373046875
352.73541259765625,-42.43672561645508,197.15118408203125,96.64892578125
344.8904724121094,-42.43294906616211,199.43528747558594,104.8203125
337.7630310058594,-42.43061065673828,201.51060485839844,112.244140625
329.02972412109375,-42.430137634277344,204.0533447265625,121.34130859375
321.6355285644531,-42.431575775146484,206.20542907714844,129.04248046875
313.8956298828125,-42.431365966796875,208.45982360839844,137.10498046875
306.9178771972656,-42.42687225341797,210.49143981933594,144.3740234375
300.1352844238281,-42.418575286865234,212.4664306640625,151.43994140625
293.5410461425781,-42.40846633911133,214.38612365722656,158.3095703125
287.13031005859375,-42.393070220947266,216.25274658203125,164.98779296875
280.4277648925781,-42.367347717285156,218.20437622070312,171.97021484375
274.382568359375,-42.3325080871582,219.96434020996094,178.267578125
268.4945068359375,-42.29023361206055,221.67860412597656,184.40185546875
262.7627258300781,-42.2422981262207,223.34783935546875,190.37353515625
257.1664123535156,-42.186588287353516,224.97720336914062,196.2041015625
252.07864379882812,-42.1290397644043,226.45846557617188,201.50439453125
246.58883666992188,-42.05808639526367,228.0569305419922,207.22412109375
240.24102783203125,-41.97011947631836,229.9053955078125,213.83740234375
234.7617645263672,-41.89393615722656,231.50057983398438,219.5458984375
229.36520385742188,-41.81365203857422,233.07139587402344,225.16796875
224.064453125,-41.720733642578125,234.6148681640625,230.68994140625
218.85992431640625,-41.62135696411133,236.1302032470703,236.11181640625
213.75209045410156,-41.528324127197266,237.62490844726562,241.43505859375
208.73406982421875,-41.432491302490234,239.09881591796875,246.666015625
203.3961639404297,-41.296470642089844,240.6562042236328,252.22802734375
198.46775817871094,-41.129234313964844,242.09075927734375,257.36181640625
193.5291748046875,-40.93954849243164,243.52574157714844,262.50634765625
188.9580078125,-40.75794982910156,244.84603881835938,267.267578125
183.59596252441406,-40.54092788696289,246.3254852294922,272.833984375
178.65354919433594,-40.3253173828125,247.76219177246094,277.984375
173.69590759277344,-40.09230422973633,249.20794677734375,283.15234375
168.70602416992188,-39.83859634399414,250.6663818359375,288.35498046875
163.69192504882812,-39.56647872924805,252.13796997070312,293.58447265625
158.33279418945312,-39.26509094238281,253.71006774902344,299.173828125
153.41415405273438,-38.982948303222656,255.1465606689453,304.30322265625
148.55242919921875,-38.699485778808594,256.5581359863281,309.37109375
143.75108337402344,-38.41490936279297,257.95208740234375,314.37646484375
139.34915161132812,-38.14962387084961,259.23040771484375,318.96533203125
134.53140258789062,-37.85185623168945,260.6295166015625,323.9873046875
129.611328125,-37.537757873535156,262.0577697753906,329.1162109375
124.1972427368164,-37.18696594238281,263.6418151855469,334.76318359375
119.07612609863281,-36.850677490234375,265.1758728027344,340.11767578125
114.2591552734375,-36.51627731323242,266.6228942871094,345.15625
108.11637878417969,-36.09468460083008,268.47412109375,351.58349609375
102.76347351074219,-35.721065521240234,270.1039733886719,357.18896484375
97.86590576171875,-35.37637710571289,271.5946960449219,362.3173828125
92.21463775634766,-34.98371505737305,273.29925537109375,368.23046875
87.0282974243164,-34.59402084350586,274.83734130859375,373.65087890625
82.28191375732422,-34.22864532470703,276.2457275390625,378.62158203125
76.74285888671875,-33.7926025390625,277.88739013671875,384.42138671875
71.17516326904297,-33.330875396728516,279.533447265625,390.25048828125
66.03064727783203,-32.90327453613281,281.0533752441406,395.6357421875
60.9847526550293,-32.473541259765625,282.5286865234375,400.91357421875
56.44072341918945,-32.080589294433594,283.8442687988281,405.6630859375
51.29981231689453,-31.62540626525879,285.3335876464844,411.03662109375
46.66044616699219,-31.20808219909668,286.679931640625,415.88623046875
42.12638473510742,-30.79986572265625,287.99871826171875,420.62646484375
37.361629486083984,-30.371395111083984,289.38409423828125,425.607421875
33.30155563354492,-30.001096725463867,290.5550231933594,429.84912109375
29.915874481201172,-29.691364288330078,291.4754943847656,433.3701171875
27.057146072387695,-29.43088150024414,292.19677734375,436.3125
24.58907699584961,-29.199369430541992,292.7869567871094,438.84130859375
22.579763412475586,-29.007333755493164,293.2439270019531,440.8935546875
20.37421417236328,-28.80113410949707,293.720458984375,443.13818359375
18.5566463470459,-28.625125885009766,294.07794189453125,444.97802734375
16.50605583190918,-28.43029022216797,294.4071044921875,447.03125
14.664228439331055,-28.243091583251953,294.587890625,449.49072265625
12.751786231994629,-28.054807662963867,294.6162414550781,452.4873046875
11.050538063049316,-27.893760681152344,294.51177978515625,455.4306640625
9.583492279052734,-27.73708152770996,294.24786376953125,458.04541015625
8.066518783569336,-27.610124588012695,293.66015625,460.91357421875
6.871841907501221,-27.489517211914062,292.952880859375,463.53662109375
5.844254493713379,-27.371028900146484,292.1535339355469,465.99560546875
5.020186424255371,-27.30430030822754,291.3681640625,468.0673828125
4.226221084594727,-27.21880340576172,290.5262145996094,470.13720703125
3.527278184890747,-27.132055282592773,289.70013427734375,472.0439453125
2.8326079845428467,-27.04851722717285,288.86376953125,473.97021484375
2.225515365600586,-26.97884178161621,288.1025085449219,475.69873046875
1.5924162864685059,-26.90020179748535,287.275634765625,477.3408203125
0.8554468750953674,-26.806121826171875,286.27557373046875,478.63525390625
0.12230528146028519,-26.710861206054688,285.22259521484375,479.955078125
-0.6560734510421753,-26.60938262939453,284.04510498046875,481.39208984375
-1.497506856918335,-26.509437561035156,282.7940979003906,482.93017578125
-2.3480799198150635,-26.39765739440918,281.6101989746094,484.42431640625
-3.2078447341918945,-26.298858642578125,280.3562927246094,485.970703125
-4.173190593719482,-26.189268112182617,278.9351501464844,487.80322265625
-4.904638767242432,-26.102535247802734,277.8092041015625,489.14208984375
-5.878472328186035,-25.979799270629883,276.277587890625,490.95361328125
-6.698722839355469,-25.89081382751465,274.99310302734375,492.47412109375
-7.6458845138549805,-25.789182662963867,273.5760192871094,494.17138671875
-8.734535217285156,-25.673179626464844,271.9855651855469,496.04443359375
-9.761894226074219,-25.57939338684082,270.634033203125,497.67724609375
-10.979537010192871,-25.461570739746094,268.7969055175781,499.81494140625
-12.12096118927002,-25.37070083618164,267.0419006347656,501.84814453125
-13.465929985046387,-25.24868392944336,264.73529052734375,504.4443359375
-14.790696144104004,-25.133644104003906,262.371826171875,507.076171875
-16.324779510498047,-25.01119613647461,259.576171875,510.1689453125
-17.80797004699707,-24.89556884765625,256.9034423828125,513.13037109375
-19.775556564331055,-24.762075424194336,253.4810028076172,517.23681640625
-21.652103424072266,-24.649560928344727,250.3711395263672,520.7099609375
-24.047168731689453,-24.51304817199707,246.6194305419922,525.08837890625
-26.279325485229492,-24.40103530883789,243.2849578857422,528.9765625
-29.101350784301758,-24.290468215942383,239.2446746826172,533.75439453125
-31.930519104003906,-24.187744140625,235.38548278808594,538.46923828125
-34.640106201171875,-24.096616744995117,231.71653747558594,543.0263671875
-37.8673210144043,-23.99791717529297,227.3108673095703,548.48291015625
-40.966796875,-23.910747528076172,223.17776489257812,553.64501953125
-43.89226531982422,-23.85115623474121,219.3402557373047,558.46630859375
-47.3340950012207,-23.812469482421875,214.85842895507812,564.11279296875
-50.55246353149414,-23.770034790039062,210.66529846191406,569.3955078125
-53.511322021484375,-23.75702476501465,206.74652099609375,574.30322265625
-56.71136474609375,-23.75003433227539,202.4590301513672,579.650390625
-59.9322395324707,-23.71346664428711,198.15499877929688,585.02294921875
-63.48992919921875,-23.707576751708984,193.43264770507812,590.9345703125
-67.1632080078125,-23.708053588867188,188.55718994140625,597.0400390625
-70.37798309326172,-23.704280853271484,184.27296447753906,602.39697265625
-74.12621307373047,-23.71024513244629,179.2742919921875,608.64599609375
-77.59255981445312,-23.72146987915039,174.66250610351562,614.41650390625
-81.04115295410156,-23.73714256286621,170.07752990722656,620.154296875
-84.21745300292969,-23.751325607299805,165.8753204345703,625.4228515625
-87.66029357910156,-23.7694149017334,161.36334228515625,631.099609375
-91.09564971923828,-23.790281295776367,156.88551330566406,636.74462890625
-95.02307891845703,-23.82825469970703,151.73941040039062,643.21923828125
-98.39492797851562,-23.87487030029297,147.29515075683594,648.80078125
-101.47871398925781,-23.91387939453125,143.20016479492188,653.93115234375
-104.79169464111328,-23.954303741455078,138.7691192626953,659.46875
-108.07606506347656,-23.99936866760254,134.3423614501953,664.98583984375
-111.5901107788086,-24.046119689941406,129.586669921875,670.90478515625
-114.5964126586914,-24.08726692199707,125.53041076660156,675.95849609375
-117.8549575805664,-24.127609252929688,121.16233825683594,681.41455078125
-121.3678207397461,-24.16727638244629,116.49056243896484,687.2666015625
-124.38077545166016,-24.19916534423828,112.51271057128906,692.2626953125
-127.8935775756836,-24.23163414001465,107.8991928100586,698.06884765625
-131.146728515625,-24.256059646606445,103.6353988647461,703.43896484375
-134.62025451660156,-24.27242660522461,99.04940032958984,709.23291015625
-137.7962646484375,-24.287139892578125,94.78279876708984,714.599609375
-140.67933654785156,-24.2847900390625,90.82034301757812,719.5439453125
-143.75555419921875,-24.26997184753418,86.49665069580078,724.892578125
-146.8174591064453,-24.245019912719727,82.14591979980469,730.24853515625
-150.11460876464844,-24.204668045043945,77.44410705566406,736.02392578125
-152.92837524414062,-24.16176986694336,73.4093246459961,740.96435546875
-155.94981384277344,-24.117633819580078,69.027099609375,746.2978515625
-158.93365478515625,-24.061599731445312,64.61148834228516,751.6142578125
-162.10488891601562,-23.99112319946289,59.820037841796875,757.31494140625
-165.01734924316406,-23.918804168701172,55.35432052612305,762.57568359375
-167.9137420654297,-23.844345092773438,50.89902877807617,767.732421875
-171.00445556640625,-23.765039443969727,46.11235046386719,773.23876953125
-173.38075256347656,-23.690397262573242,42.34572219848633,777.5732421875
-176.36317443847656,-23.59934425354004,37.55843734741211,783.1123046875
-179.10137939453125,-23.501008987426758,33.13017654418945,788.28173828125
-181.8106231689453,-23.397035598754883,28.713794708251953,793.47802734375
-184.69969177246094,-23.28727912902832,23.968875885009766,799.1083984375
-187.15292358398438,-23.177509307861328,19.895837783813477,803.97119140625
-189.98548889160156,-23.052799224853516,15.145330429077148,809.67724609375
-192.38719177246094,-22.945261001586914,11.094046592712402,814.5849609375
-194.93215942382812,-22.82964515686035,6.774618148803711,819.85693359375
-197.43365478515625,-22.723339080810547,2.4908759593963623,825.11279296875
-200.08950805664062,-22.628583908081055,-2.102367401123047,830.67333984375
-202.52340698242188,-22.49727439880371,-6.372951507568359,835.55712890625
-204.94493103027344,-22.36699676513672,-10.653138160705566,840.509765625
-207.52952575683594,-22.237497329711914,-15.291557312011719,845.85693359375
-209.72457885742188,-22.133424758911133,-19.29499053955078,850.45458984375
-212.08648681640625,-22.036230087280273,-23.656009674072266,855.44873046875
-214.41201782226562,-21.88018226623535,-28.034910202026367,860.44140625
-216.89633178710938,-21.730724334716797,-32.746246337890625,865.80517578125
-219.17572021484375,-21.596988677978516,-37.119102478027344,870.7724609375
-221.42190551757812,-21.472904205322266,-41.49030685424805,875.7236328125
-223.63516235351562,-21.354829788208008,-45.85978698730469,880.73974609375
-225.98095703125,-21.225786209106445,-50.563472747802734,885.93115234375
-227.96067810058594,-21.1145076751709,-54.59352111816406,890.2294921875
-230.24073791503906,-20.985389709472656,-59.289459228515625,895.263671875
-232.1791534423828,-20.870676040649414,-63.304893493652344,899.59814453125
-234.43032836914062,-20.738649368286133,-67.9740219116211,904.6787109375
